User_Id,Customer_Age,Trx_Vlu,Trx_Age,Trx_Rank,Points,Category In English,Mer_Id
6295,27,145.4,27,1,1454,Grocery,8
6298,44,146.0,44,1,1460,Grocery,8
6300,192,256.0,192,1,2560,Grocery,8
6304,6,196.0,317,1,1960,Grocery,8
6304,6,63.4,257,2,634,Grocery,8
6304,6,144.0,6,3,1440,Grocery,8
6308,20,111.0,20,1,1110,Grocery,8
6311,24,240.0,24,1,2400,Grocery,8
6312,30,472.0,30,1,4720,Grocery,8
6314,327,224.0,327,1,2240,Grocery,8
6315,306,89.0,306,1,890,Grocery,8
6316,125,158.0,125,1,1580,Grocery,8
6318,27,295.8,136,1,2958,Grocery,8
6318,27,125.0,27,2,1250,Grocery,8
6319,112,1256.0,112,1,12560,Grocery,8
6320,170,160.0,170,1,1600,Grocery,8
6321,10,196.0,10,1,1960,Grocery,8
6323,45,912.0,45,1,9120,Grocery,8
6324,50,390.0,50,1,3900,Grocery,8
6326,195,2786.0,195,1,27860,Grocery,8
6328,138,24.0,138,1,240,Grocery,8
6329,25,808.0,25,1,8080,Grocery,8
6331,83,181.7,83,1,1817,Grocery,8
6332,226,178.0,226,1,1780,Grocery,8
6333,25,212.0,25,1,2120,Grocery,8
6334,6,358.0,279,1,3580,Grocery,8
6334,6,198.0,6,2,1980,Grocery,8
6335,130,108.0,130,1,1080,Grocery,8
6336,20,100.0,20,1,1000,Grocery,8
6336,20,17.0,20,2,170,Grocery,8
6342,34,107.0,34,1,1070,Grocery,8
6343,67,386.0,67,1,3860,Grocery,8
6344,51,244.0,51,1,2440,Grocery,8
6345,40,330.0,80,1,3300,Grocery,8
6345,40,70.0,40,2,700,Grocery,8
6346,31,486.0,31,1,4860,Grocery,8
6349,76,270.0,76,1,2700,Grocery,8
6350,139,165.0,139,1,1650,Grocery,8
6352,18,200.0,18,1,2000,Grocery,8
6353,269,264.0,269,1,2640,Grocery,8
6356,144,324.0,144,1,3240,Grocery,8
6359,78,146.0,78,1,1460,Grocery,8
6363,71,206.0,71,1,2060,Grocery,8
6364,179,78.0,179,1,780,Grocery,8
6367,18,50.0,18,1,500,Grocery,8
6370,71,170.0,71,1,1700,Grocery,8
6371,259,55.5,259,1,555,Grocery,8
6373,20,3078.1,20,1,30781,Grocery,8
6374,52,200.0,52,1,2000,Grocery,8
6375,49,72.0,49,1,720,Grocery,8
6376,228,158.0,228,1,1580,Grocery,8
6381,20,710.0,34,1,7100,Grocery,8
6381,20,61.0,20,2,610,Grocery,8
6383,126,228.0,126,1,2280,Grocery,8
6389,252,101.0,252,1,1010,Grocery,8
6392,275,102.0,275,1,1020,Grocery,8
6393,202,337.3,202,1,3373,Grocery,8
6394,249,154.0,249,1,1540,Grocery,8
6395,41,8509.0,41,1,85090,Grocery,8
6396,142,124.0,142,1,1240,Grocery,8
6397,34,846.0,294,1,8460,Grocery,8
6397,34,1356.0,34,2,13560,Grocery,8
6398,27,174.3,27,1,1743,Grocery,8
6400,125,556.0,125,1,5560,Grocery,8
6402,156,4115.4,266,1,41154,Grocery,8
6402,156,221.4,156,2,2214,Grocery,8
6403,68,1108.0,68,1,11080,Grocery,8
6404,234,474.0,234,1,4740,Grocery,8
6406,60,324.0,281,1,3240,Grocery,8
6406,60,204.0,193,2,2040,Grocery,8
6406,60,400.0,60,3,4000,Grocery,8
6408,13,830.0,13,1,8300,Grocery,8
6412,27,144.0,27,1,1440,Grocery,8
6416,20,268.0,20,1,2680,Grocery,8
6417,208,230.0,208,1,2300,Grocery,8
6418,140,166.0,140,1,1660,Grocery,8
6422,20,1134.0,270,1,11340,Grocery,8
6422,20,1074.0,20,2,10740,Grocery,8
6427,261,174.0,261,1,1740,Grocery,8
6430,154,578.0,154,1,5780,Grocery,8
6432,275,278.0,275,1,2780,Grocery,8
6433,84,70.0,84,1,700,Grocery,8
6435,144,1000.0,144,1,10000,Grocery,8
6436,71,182.0,71,1,1820,Grocery,8
6437,51,1274.0,51,1,12740,Grocery,8
6438,41,130.0,273,1,1300,Grocery,8
6438,41,97.0,41,2,970,Grocery,8
6441,34,208.0,269,1,2080,Grocery,8
6441,34,324.0,34,2,3240,Grocery,8
6442,253,792.0,303,1,7920,Grocery,8
6442,253,210.0,253,2,2100,Grocery,8
6444,161,150.0,161,1,1500,Grocery,8
6445,166,162.0,166,1,1620,Grocery,8
6446,258,98.0,265,1,980,Grocery,8
6446,258,14.0,258,2,140,Grocery,8
6452,92,206.0,92,1,2060,Grocery,8
6455,56,162.1,56,1,1621,Grocery,8
6459,235,275.7,235,1,2757,Grocery,8
6461,319,140.0,319,1,1400,Grocery,8
6462,161,248.7,161,1,2487,Grocery,8
6464,42,252.0,232,1,2520,Grocery,8
6464,42,174.0,42,2,1740,Grocery,8
6465,249,156.0,249,1,1560,Grocery,8
6466,260,84.0,260,1,840,Grocery,8
6467,23,188.0,23,1,1880,Grocery,8
6468,58,296.0,58,1,2960,Grocery,8
6469,6,286.0,96,1,2860,Grocery,8
6469,6,313.0,6,2,3130,Grocery,8
6472,255,489.0,255,1,4890,Grocery,8
6473,169,134.0,169,1,1340,Grocery,8
6478,34,1207.0,34,1,12070,Grocery,8
6479,11,468.0,11,1,4680,Grocery,8
6482,289,128.0,289,1,1280,Grocery,8
6483,34,159.0,270,1,1590,Grocery,8
6483,34,112.0,34,2,1120,Grocery,8
6485,30,558.0,30,1,5580,Grocery,8
6488,232,756.0,232,1,7560,Grocery,8
6490,269,1107.0,269,1,11070,Grocery,8
6500,53,196.0,305,1,1960,Grocery,8
6500,53,128.5,53,2,1285,Grocery,8
6502,41,134.0,41,1,1340,Grocery,8
6503,20,104.0,167,1,1040,Grocery,8
6503,20,29.0,20,2,290,Grocery,8
6504,275,158.0,275,1,1580,Grocery,8
6505,273,200.0,273,1,2000,Grocery,8
6508,49,220.0,242,1,2200,Grocery,8
6508,49,346.0,49,2,3460,Grocery,8
6510,75,122.0,269,1,1220,Grocery,8
6510,75,52.0,75,2,520,Grocery,8
6514,259,195.0,259,1,1950,Grocery,8
6518,99,408.0,99,1,4080,Grocery,8
6520,187,202.0,187,1,2020,Grocery,8
6521,20,194.0,20,1,1940,Grocery,8
6525,259,142.8,259,1,1428,Grocery,8
6531,20,262.0,20,1,2620,Grocery,8
6535,251,72.0,251,1,720,Grocery,8
6538,271,255.0,271,1,2550,Grocery,8
6539,20,186.0,20,1,1860,Grocery,8
6540,72,152.0,72,1,1520,Grocery,8
6541,251,150.0,251,1,1500,Grocery,8
6543,27,64.0,27,1,640,Grocery,8
6545,258,174.0,258,1,1740,Grocery,8
6546,20,104.0,20,1,1040,Grocery,8
6548,48,228.0,48,1,2280,Grocery,8
6549,247,242.0,247,1,2420,Grocery,8
6551,147,80.0,147,1,800,Grocery,8
6556,24,254.0,24,1,2540,Grocery,8
6557,34,375.0,34,1,3750,Grocery,8
6559,17,222.0,17,1,2220,Grocery,8
6561,270,798.0,270,1,7980,Grocery,8
6563,37,15.0,258,1,150,Grocery,8
6563,37,60.0,144,2,600,Grocery,8
6563,37,85.3,81,3,853,Grocery,8
6563,37,134.0,37,4,1340,Grocery,8
6565,13,139.0,255,1,1390,Grocery,8
6565,13,68.0,13,2,680,Grocery,8
6568,52,299.2,52,1,2992,Grocery,8
6571,39,530.0,39,1,5300,Grocery,8
6573,37,60.0,258,1,600,Grocery,8
6573,37,120.0,147,2,1200,Grocery,8
6573,37,286.0,81,3,2860,Grocery,8
6573,37,213.8,37,4,2138,Grocery,8
6574,63,322.0,63,1,3220,Grocery,8
6575,252,155.0,252,1,1550,Grocery,8
6576,3,258.0,177,1,2580,Grocery,8
6576,3,166.0,66,2,1660,Grocery,8
6576,3,152.0,3,3,1520,Grocery,8
6578,27,198.0,242,1,1980,Grocery,8
6578,27,79.0,27,2,790,Grocery,8
6580,19,160.0,19,1,1600,Grocery,8
6583,267,174.0,267,1,1740,Grocery,8
6584,238,308.0,238,1,3080,Grocery,8
6587,62,164.0,62,1,1640,Grocery,8
6589,303,94.0,303,1,940,Grocery,8
6593,258,290.0,258,1,2900,Grocery,8
6600,66,142.0,66,1,1420,Grocery,8
6605,179,122.9,179,1,1229,Grocery,8
6609,51,202.0,51,1,2020,Grocery,8
6614,99,164.0,99,1,1640,Grocery,8
6618,27,182.0,27,1,1820,Grocery,8
6620,170,312.0,170,1,3120,Grocery,8
6622,26,176.0,289,1,1760,Grocery,8
6622,26,117.7,26,2,1177,Grocery,8
6623,39,260.0,39,1,2600,Grocery,8
6625,96,626.0,96,1,6260,Grocery,8
6633,27,248.5,27,1,2485,Grocery,8
6637,17,194.0,17,1,1940,Grocery,8
6639,20,225.0,20,1,2250,Grocery,8
6642,34,3298.0,269,1,32980,Grocery,8
6642,34,1317.0,34,2,13170,Grocery,8
6643,27,118.0,27,1,1180,Grocery,8
6644,51,182.0,51,1,1820,Grocery,8
6645,252,364.8,252,1,3648,Grocery,8
6646,126,178.0,126,1,1780,Grocery,8
6647,56,270.0,56,1,2700,Grocery,8
6648,51,462.0,51,1,4620,Grocery,8
6650,27,261.0,27,1,2610,Grocery,8
6651,221,210.0,221,1,2100,Grocery,8
6653,42,225.0,256,1,2250,Grocery,8
6653,42,122.0,42,2,1220,Grocery,8
6654,137,226.0,137,1,2260,Grocery,8
6657,30,170.0,30,1,1700,Grocery,8
6658,55,67.0,258,1,670,Grocery,8
6658,55,56.0,55,2,560,Grocery,8
6661,63,450.0,63,1,4500,Grocery,8
6663,268,102.0,268,1,1020,Grocery,8
6664,258,389.0,258,1,3890,Grocery,8
6665,34,67.0,34,1,670,Grocery,8
6667,259,160.0,259,1,1600,Grocery,8
6673,231,2616.0,231,1,26160,Grocery,8
6674,79,124.0,79,1,1240,Grocery,8
6675,309,181.2,309,1,1812,Grocery,8
6676,42,136.0,42,1,1360,Grocery,8
6677,1,208.0,214,1,2080,Grocery,8
6677,1,74.0,1,2,740,Grocery,8
6678,147,162.3,147,1,1623,Grocery,8
6679,58,150.0,58,1,1500,Grocery,8
6681,250,151.0,250,1,1510,Grocery,8
6682,96,1014.0,96,1,10140,Grocery,8
6683,156,176.0,330,1,1760,Grocery,8
6683,156,104.0,156,2,1040,Grocery,8
6687,28,250.0,28,1,2500,Grocery,8
6690,1,170.0,288,1,1700,Grocery,8
6690,1,32.0,157,2,320,Grocery,8
6690,1,62.0,104,3,620,Grocery,8
6690,1,74.0,1,4,740,Grocery,8
6691,26,160.0,26,1,1600,Grocery,8
6695,299,116.0,299,1,1160,Grocery,8
6698,62,188.0,62,1,1880,Grocery,8
6700,89,110.0,89,1,1100,Grocery,8
6701,285,103.5,285,1,1035,Grocery,8
6702,249,230.0,249,1,2300,Grocery,8
6703,27,531.0,27,1,5310,Grocery,8
6704,28,260.0,28,1,2600,Grocery,8
6707,20,289.0,20,1,2890,Grocery,8
6708,161,192.0,161,1,1920,Grocery,8
6709,34,165.0,34,1,1650,Grocery,8
6711,13,243.0,13,1,2430,Grocery,8
6712,52,4780.0,331,1,47800,Grocery,8
6712,52,2008.0,270,2,20080,Grocery,8
6712,52,552.0,254,3,5520,Grocery,8
6712,52,1560.0,169,4,15600,Grocery,8
6712,52,612.0,52,5,6120,Grocery,8
6713,101,104.4,258,1,1044,Grocery,8
6713,101,38.0,101,2,380,Grocery,8
6717,1,284.0,1,1,2840,Grocery,8
6718,133,224.0,133,1,2240,Grocery,8
6719,254,118.0,254,1,1180,Grocery,8
6721,40,260.0,251,1,2600,Grocery,8
6721,40,254.0,40,2,2540,Grocery,8
6728,12,700.0,12,1,7000,Grocery,8
6729,35,2000.0,202,1,20000,Grocery,8
6729,35,3000.0,188,2,30000,Grocery,8
6729,35,2000.0,111,3,20000,Grocery,8
6729,35,1402.0,35,4,14020,Grocery,8
6730,233,38.0,233,1,380,Grocery,8
6736,225,121.5,225,1,1215,Grocery,8
6737,174,334.0,174,1,3340,Grocery,8
6744,202,122.0,202,1,1220,Grocery,8
6746,294,146.0,294,1,1460,Grocery,8
6748,20,900.0,258,1,9000,Grocery,8
6748,20,350.0,20,2,3500,Grocery,8
6749,39,236.3,39,1,2363,Grocery,8
6751,68,76.0,68,1,760,Grocery,8
6752,27,1129.0,251,1,11290,Grocery,8
6752,27,493.0,27,2,4930,Grocery,8
6755,106,770.0,106,1,7700,Grocery,8
6756,20,241.0,20,1,2410,Grocery,8
6757,131,400.0,131,1,4000,Grocery,8
6758,259,166.0,259,1,1660,Grocery,8
6762,126,204.0,126,1,2040,Grocery,8
6765,203,114.0,203,1,1140,Grocery,8
6766,318,162.9,318,1,1629,Grocery,8
6767,62,298.0,62,1,2980,Grocery,8
6768,269,144.0,269,1,1440,Grocery,8
6769,285,160.0,285,1,1600,Grocery,8
6770,43,154.0,43,1,1540,Grocery,8
6771,52,106.0,52,1,1060,Grocery,8
6776,166,1098.0,166,1,10980,Grocery,8
6777,250,195.0,250,1,1950,Grocery,8
6778,41,216.0,41,1,2160,Grocery,8
6781,54,100.0,54,1,1000,Grocery,8
6782,26,118.0,26,1,1180,Grocery,8
6784,276,160.0,276,1,1600,Grocery,8
6785,32,1950.0,299,1,19500,Grocery,8
6785,32,2248.0,32,2,22480,Grocery,8
6786,257,77.0,257,1,770,Grocery,8
6789,132,186.0,132,1,1860,Grocery,8
6790,327,24.0,327,1,240,Grocery,8
6791,43,200.0,43,1,2000,Grocery,8
6797,23,266.0,23,1,2660,Grocery,8
6799,262,568.0,262,1,5680,Grocery,8
6800,122,362.0,266,1,3620,Grocery,8
6800,122,106.0,122,2,1060,Grocery,8
6801,20,53.5,20,1,535,Grocery,8
6802,226,116.0,226,1,1160,Grocery,8
6805,202,70.0,202,1,700,Grocery,8
6807,27,124.9,27,1,1249,Grocery,8
6808,270,144.0,270,1,1440,Grocery,8
6815,14,282.0,14,1,2820,Grocery,8
6818,20,159.0,20,1,1590,Grocery,8
6819,294,2216.0,294,1,22160,Grocery,8
6820,302,126.0,302,1,1260,Grocery,8
6821,34,236.0,34,1,2360,Grocery,8
6825,9,276.0,9,1,2760,Grocery,8
6826,258,123.0,258,1,1230,Grocery,8
6827,11,76.0,247,1,760,Grocery,8
6827,11,70.0,11,2,700,Grocery,8
6830,3,172.0,222,1,1720,Grocery,8
6830,3,70.0,3,2,700,Grocery,8
6831,34,107.0,34,1,1070,Grocery,8
6833,27,51.0,27,1,510,Grocery,8
6834,267,228.0,267,1,2280,Grocery,8
6839,41,150.0,41,1,1500,Grocery,8
6840,53,350.0,254,1,3500,Grocery,8
6840,53,180.0,232,2,1800,Grocery,8
6840,53,150.0,142,3,1500,Grocery,8
6840,53,136.0,53,4,1360,Grocery,8
6841,250,52.5,278,1,525,Grocery,8
6841,250,54.0,257,2,540,Grocery,8
6841,250,77.4,250,3,774,Grocery,8
6842,246,114.0,246,1,1140,Grocery,8
6845,130,646.0,130,1,6460,Grocery,8
6846,254,292.0,254,1,2920,Grocery,8
6847,253,83.2,253,1,832,Grocery,8
6849,176,228.0,176,1,2280,Grocery,8
6851,257,90.0,257,1,900,Grocery,8
6853,34,300.0,155,1,3000,Grocery,8
6853,34,60.0,34,2,600,Grocery,8
6857,20,62.0,20,1,620,Grocery,8
6858,34,209.0,34,1,2090,Grocery,8
6859,19,114.0,19,1,1140,Grocery,8
6861,18,244.0,18,1,2440,Grocery,8
6865,54,408.0,54,1,4080,Grocery,8
6866,45,1206.0,45,1,12060,Grocery,8
6867,256,293.0,256,1,2930,Grocery,8
6869,34,30.0,242,1,300,Grocery,8
6869,34,35.0,136,2,350,Grocery,8
6869,34,66.0,34,3,660,Grocery,8
6870,28,330.0,234,1,3300,Grocery,8
6870,28,88.0,28,2,880,Grocery,8
6871,35,1148.0,103,1,11480,Grocery,8
6871,35,141.1,35,2,1411,Grocery,8
6873,288,122.0,288,1,1220,Grocery,8
6877,10,180.0,10,1,1800,Grocery,8
6878,219,194.0,219,1,1940,Grocery,8
6879,141,200.0,141,1,2000,Grocery,8
6885,31,208.0,31,1,2080,Grocery,8
6888,141,102.0,332,1,1020,Grocery,8
6888,141,74.0,141,2,740,Grocery,8
6889,20,287.0,20,1,2870,Grocery,8
6890,126,60.0,270,1,600,Grocery,8
6890,126,12.0,217,2,120,Grocery,8
6890,126,14.0,126,3,140,Grocery,8
6893,34,119.6,34,1,1196,Grocery,8
6894,173,122.0,173,1,1220,Grocery,8
6896,41,140.7,41,1,1407,Grocery,8
6898,62,372.0,62,1,3720,Grocery,8
6900,14,196.0,14,1,1960,Grocery,8
6902,87,260.0,87,1,2600,Grocery,8
6907,249,34.0,249,1,340,Grocery,8
6908,16,268.0,16,1,2680,Grocery,8
6910,77,429.0,251,1,4290,Grocery,8
6910,77,322.0,77,2,3220,Grocery,8
6913,71,112.0,71,1,1120,Grocery,8
6915,259,191.0,259,1,1910,Grocery,8
6916,256,205.0,256,1,2050,Grocery,8
6917,93,194.0,93,1,1940,Grocery,8
6920,292,144.0,292,1,1440,Grocery,8
6922,241,126.0,241,1,1260,Grocery,8
6923,20,249.0,20,1,2490,Grocery,8
6924,47,250.0,47,1,2500,Grocery,8
6925,55,750.0,55,1,7500,Grocery,8
6926,20,300.0,20,1,3000,Grocery,8
6928,27,5.0,27,1,50,Grocery,8
6929,26,200.0,26,1,2000,Grocery,8
6930,3,286.0,3,1,2860,Grocery,8
6931,29,196.0,29,1,1960,Grocery,8
6937,267,310.0,267,1,3100,Grocery,8
6938,183,184.0,183,1,1840,Grocery,8
6942,4,184.0,4,1,1840,Grocery,8
6943,69,280.0,69,1,2800,Grocery,8
6945,30,192.0,30,1,1920,Grocery,8
6947,137,290.0,137,1,2900,Grocery,8
6948,127,384.0,127,1,3840,Grocery,8
6951,83,243.0,251,1,2430,Grocery,8
6952,258,886.0,258,1,8860,Grocery,8
6953,220,146.0,220,1,1460,Grocery,8
6958,24,96.6,24,1,966,Grocery,8
6959,221,206.0,221,1,2060,Grocery,8
6960,2,192.0,2,1,1920,Grocery,8
6962,245,168.0,245,1,1680,Grocery,8
6967,27,684.0,27,1,6840,Grocery,8
6968,216,58.0,216,1,580,Grocery,8
6971,251,154.0,251,1,1540,Grocery,8
6973,269,1149.0,269,1,11490,Grocery,8
6974,330,216.0,330,1,2160,Grocery,8
6975,25,74.0,25,1,740,Grocery,8
6976,58,238.0,58,1,2380,Grocery,8
6978,271,107.0,271,1,1070,Grocery,8
6980,239,104.0,239,1,1040,Grocery,8
6984,27,35.0,27,1,350,Grocery,8
6987,270,407.0,270,1,4070,Grocery,8
6988,99,322.0,99,1,3220,Grocery,8
6991,27,21.0,27,1,210,Grocery,8
6992,68,54.0,68,1,540,Grocery,8
6993,267,60.0,267,1,600,Grocery,8
6996,68,142.0,68,1,1420,Grocery,8
6998,6,261.3,6,1,2613,Grocery,8
7000,6,1445.0,6,1,14450,Grocery,8
7002,298,118.0,298,1,1180,Grocery,8
7006,34,200.0,34,1,2000,Grocery,8
7007,260,141.0,260,1,1410,Grocery,8
7008,159,176.0,159,1,1760,Grocery,8
7010,20,700.0,20,1,7000,Grocery,8
7011,14,968.0,14,1,9680,Grocery,8
7012,320,90.0,320,1,900,Grocery,8
7017,34,238.0,34,1,2380,Grocery,8
7019,63,188.0,63,1,1880,Grocery,8
7020,156,122.0,156,1,1220,Grocery,8
7025,177,159.8,177,1,1598,Grocery,8
7028,20,205.0,20,1,2050,Grocery,8
7031,27,216.0,27,1,2160,Grocery,8
7033,92,132.0,92,1,1320,Grocery,8
7035,269,199.0,269,1,1990,Grocery,8
7040,189,212.0,189,1,2120,Grocery,8
7041,60,238.0,60,1,2380,Grocery,8
7045,20,800.0,322,1,8000,Grocery,8
7045,20,180.0,55,2,1800,Grocery,8
7046,74,134.0,74,1,1340,Grocery,8
7050,80,231.4,80,1,2314,Grocery,8
7052,31,124.0,31,1,1240,Grocery,8
7053,129,154.0,129,1,1540,Grocery,8
7054,118,140.0,118,1,1400,Grocery,8
7055,164,198.0,164,1,1980,Grocery,8
7056,224,540.0,224,1,5400,Grocery,8
7059,325,172.0,325,1,1720,Grocery,8
7061,61,112.0,61,1,1120,Grocery,8
7063,45,276.0,45,1,2760,Grocery,8
7065,34,325.0,34,1,3250,Grocery,8
7069,112,163.6,112,1,1636,Grocery,8
7071,194,128.0,194,1,1280,Grocery,8
7072,23,216.0,23,1,2160,Grocery,8
7073,279,184.9,279,1,1849,Grocery,8
7076,249,122.0,249,1,1220,Grocery,8
7077,264,302.0,264,1,3020,Grocery,8
7078,13,190.0,13,1,1900,Grocery,8
7079,34,246.0,34,1,2460,Grocery,8
7081,75,182.0,75,1,1820,Grocery,8
7082,11,102.0,11,1,1020,Grocery,8
7085,301,88.0,301,1,880,Grocery,8
7091,180,580.0,180,1,5800,Grocery,8
7096,133,582.4,133,1,5824,Grocery,8
7099,6,107.5,6,1,1075,Grocery,8
7101,34,1596.0,34,1,15960,Grocery,8
7102,200,138.0,200,1,1380,Grocery,8
7103,60,142.0,60,1,1420,Grocery,8
7104,250,471.0,250,1,4710,Grocery,8
7105,256,195.0,256,1,1950,Grocery,8
7106,81,220.9,81,1,2209,Grocery,8
7107,27,287.0,27,1,2870,Grocery,8
7108,34,222.0,34,1,2220,Grocery,8
7109,269,140.0,269,1,1400,Grocery,8
7112,14,106.0,14,1,1060,Grocery,8
7113,82,118.0,82,1,1180,Grocery,8
7129,211,156.0,211,1,1560,Grocery,8
7130,32,1866.0,203,1,18660,Grocery,8
7130,32,906.0,103,2,9060,Grocery,8
7130,32,362.0,53,3,3620,Grocery,8
7130,32,130.0,32,4,1300,Grocery,8
7132,300,240.0,300,1,2400,Grocery,8
7135,27,230.1,27,1,2301,Grocery,8
7138,47,300.0,47,1,3000,Grocery,8
7139,17,254.0,17,1,2540,Grocery,8
7140,55,180.0,55,1,1800,Grocery,8
7141,55,264.0,55,1,2640,Grocery,8
7142,13,507.0,13,1,5070,Grocery,8
7143,55,716.0,235,1,7160,Grocery,8
7143,55,70.0,198,2,700,Grocery,8
7143,55,142.0,149,3,1420,Grocery,8
7143,55,212.0,55,4,2120,Grocery,8
7146,27,1358.0,270,1,13580,Grocery,8
7146,27,4000.0,112,2,40000,Grocery,8
7146,27,2242.0,27,3,22420,Grocery,8
7149,108,236.0,108,1,2360,Grocery,8
7151,231,536.0,231,1,5360,Grocery,8
7153,41,44.4,41,1,444,Grocery,8
7154,127,170.0,127,1,1700,Grocery,8
7155,36,103.0,165,1,1030,Grocery,8
7155,36,98.0,36,2,980,Grocery,8
7157,270,247.0,270,1,2470,Grocery,8
7159,266,154.0,266,1,1540,Grocery,8
7160,259,113.0,259,1,1130,Grocery,8
7165,13,385.0,253,1,3850,Grocery,8
7165,13,310.0,13,2,3100,Grocery,8
7166,41,260.0,41,1,2600,Grocery,8
7167,106,96.9,106,1,969,Grocery,8
7168,7,254.0,7,1,2540,Grocery,8
7169,129,150.0,129,1,1500,Grocery,8
7171,49,100.0,49,1,1000,Grocery,8
7173,27,1301.0,27,1,13010,Grocery,8
7176,244,184.0,244,1,1840,Grocery,8
7177,200,220.0,200,1,2200,Grocery,8
7178,13,138.0,13,1,1380,Grocery,8
7180,13,183.0,13,1,1830,Grocery,8
7183,83,272.0,83,1,2720,Grocery,8
7184,289,136.0,289,1,1360,Grocery,8
7185,20,755.0,20,1,7550,Grocery,8
7187,206,56.0,206,1,560,Grocery,8
7188,41,70.0,47,1,700,Grocery,8
7188,41,130.0,43,2,1300,Grocery,8
7192,34,2821.0,34,1,28210,Grocery,8
7192,34,1855.0,34,2,18550,Grocery,8
7196,98,560.0,98,1,5600,Grocery,8
7197,264,226.0,264,1,2260,Grocery,8
7198,52,200.0,52,1,2000,Grocery,8
7199,230,128.0,230,1,1280,Grocery,8
7201,65,218.0,65,1,2180,Grocery,8
7204,304,87.0,304,1,870,Grocery,8
7208,47,224.0,47,1,2240,Grocery,8
7209,127,186.0,127,1,1860,Grocery,8
7210,270,297.0,270,1,2970,Grocery,8
7212,150,452.0,150,1,4520,Grocery,8
7213,4,212.0,4,1,2120,Grocery,8
7215,133,200.0,133,1,2000,Grocery,8
7217,256,40.0,256,1,400,Grocery,8
7222,160,268.0,160,1,2680,Grocery,8
7223,2,194.0,2,1,1940,Grocery,8
7224,323,182.5,323,1,1825,Grocery,8
7226,250,398.0,250,1,3980,Grocery,8
7228,38,154.0,38,1,1540,Grocery,8
7229,269,365.0,269,1,3650,Grocery,8
7233,194,250.0,194,1,2500,Grocery,8
7236,312,344.0,312,1,3440,Grocery,8
7237,33,274.0,33,1,2740,Grocery,8
7239,278,124.0,278,1,1240,Grocery,8
7240,215,272.0,215,1,2720,Grocery,8
7243,77,189.9,212,1,1899,Grocery,8
7243,77,52.0,77,2,520,Grocery,8
7244,137,172.0,137,1,1720,Grocery,8
7245,156,274.0,270,1,2740,Grocery,8
7245,156,88.0,156,2,880,Grocery,8
7247,247,98.0,247,1,980,Grocery,8
7248,65,187.6,65,1,1876,Grocery,8
7249,22,266.0,22,1,2660,Grocery,8
7250,165,348.0,165,1,3480,Grocery,8
7252,33,178.0,324,1,1780,Grocery,8
7252,33,116.0,171,2,1160,Grocery,8
7252,33,126.0,33,3,1260,Grocery,8
7255,66,138.0,277,1,1380,Grocery,8
7255,66,116.0,66,2,1160,Grocery,8
7258,197,200.0,197,1,2000,Grocery,8
7259,31,960.0,317,1,9600,Grocery,8
7259,31,574.0,81,2,5740,Grocery,8
7259,31,132.0,31,3,1320,Grocery,8
7261,108,168.0,108,1,1680,Grocery,8
7263,5,2126.0,5,1,21260,Grocery,8
7264,231,14.0,231,1,140,Grocery,8
7266,34,77.0,251,1,770,Grocery,8
7266,34,94.0,34,2,940,Grocery,8
7267,33,496.0,33,1,4960,Grocery,8
7268,271,152.0,271,1,1520,Grocery,8
7269,64,206.0,64,1,2060,Grocery,8
7278,178,172.0,178,1,1720,Grocery,8
7279,308,100.0,308,1,1000,Grocery,8
7281,18,126.0,18,1,1260,Grocery,8
7282,25,240.8,245,1,2408,Grocery,8
7282,25,108.0,25,2,1080,Grocery,8
7283,82,242.0,82,1,2420,Grocery,8
7284,20,942.0,20,1,9420,Grocery,8
7285,93,1712.0,93,1,17120,Grocery,8
7286,55,1684.0,329,1,16840,Grocery,8
7286,55,790.0,190,2,7900,Grocery,8
7286,55,790.0,55,3,7900,Grocery,8
7287,260,95.0,260,1,950,Grocery,8
7288,9,170.0,9,1,1700,Grocery,8
7289,34,1046.0,269,1,10460,Grocery,8
7289,34,644.0,34,2,6440,Grocery,8
7291,117,74.0,180,1,740,Grocery,8
7291,117,154.0,117,2,1540,Grocery,8
7292,215,70.0,215,1,700,Grocery,8
7296,26,253.0,26,1,2530,Grocery,8
7300,27,158.0,27,1,1580,Grocery,8
7302,52,156.0,134,1,1560,Grocery,8
7303,259,168.0,259,1,1680,Grocery,8
7306,234,324.0,234,1,3240,Grocery,8
7309,186,180.0,186,1,1800,Grocery,8
7310,153,202.0,153,1,2020,Grocery,8
7314,57,180.0,217,1,1800,Grocery,8
7314,57,52.6,57,2,526,Grocery,8
7315,20,938.0,286,1,9380,Grocery,8
7315,20,385.5,131,2,3855,Grocery,8
7315,20,228.0,20,3,2280,Grocery,8
7316,54,1434.0,54,1,14340,Grocery,8
7320,31,676.0,31,1,6760,Grocery,8
7321,250,125.0,250,1,1250,Grocery,8
7323,27,94.0,251,1,940,Grocery,8
7323,27,142.0,27,2,1420,Grocery,8
7326,247,112.0,247,1,1120,Grocery,8
7329,23,154.0,23,1,1540,Grocery,8
7331,72,102.0,246,1,1020,Grocery,8
7331,72,46.0,72,2,460,Grocery,8
7332,12,480.0,184,1,4800,Grocery,8
7332,12,316.0,12,2,3160,Grocery,8
7333,269,532.4,269,1,5324,Grocery,8
7335,269,954.0,269,1,9540,Grocery,8
7337,27,122.0,202,1,1220,Grocery,8
7337,27,40.0,27,2,400,Grocery,8
