User_Id,Recency,Frequency,Total_Spend,Avg_Transaction_Value,Std_Transaction_Value,Min_Transaction_Value,Max_Transaction_Value,Total_Points,Avg_Points,Customer_Age,Max_Trx_Rank,Num_Merchants,Num_Categories,Spending_Consistency,Points_Per_Spend,Customer_Lifetime,Trx_Frequency_Per_Day,Avg_Days_Between_Trx,Merchant_Diversity_Ratio,Category_Diversity_Ratio,Trx_Value_Range,Has_High_Value_Trx,Engagement_Score,Spend_Electronics,Spend_FandB,Spend_Fashion,Spend_Grocery,Spend_Health_and_Beauty,Spend_Other,Spend_Transportaion,Pref_Electronics,Pref_FandB,Pref_Fashion,Pref_Grocery,Pref_Health_and_Beauty,Pref_Other,Pref_Transportaion,Spend_Merchant_8,Spend_Merchant_3,Spend_Merchant_54,Spend_Merchant_7,Spend_Merchant_29,Spend_Merchant_26,Spend_Merchant_33,Spend_Merchant_40,Spend_Merchant_13,Spend_Merchant_22,Favorite_Merchant,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Segment,RFM_Category
5561,252,3,871.0,290.3333333333333,177.00376643826914,100.0,450.0,8710,2903.3333333333335,252,3,1,1,0.005617858655517805,10.0,0,3.0,0.0,0.3333333333333333,0.3333333333333333,350.0,1,0.16958818275848397,0.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2,1,5,2.7,215,Others
5562,10,1,206.0,206.0,0.0,206.0,206.0,2060,2060.0,10,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.21135939039242846,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,26.0,5,1,3,2.9,513,Promising
5563,308,1,46.0,46.0,0.0,46.0,46.0,460,460.0,308,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.12358191387173026,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,594.0,192.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,1,0.9999999999999999,111,Hibernating
5564,239,1,90.8,90.8,0.0,90.8,90.8,908,908.0,239,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1439250031919539,0.0,0.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2,1,1,1.2999999999999998,211,Hibernating
5565,126,1,413.5,413.5,0.0,413.5,413.5,4135,4135.0,126,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1778442656657661,0.0,0.0,0.0,413.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,205.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,4,2.65,314,Promising
5566,244,1,250.0,250.0,0.0,250.0,250.0,2500,2500.0,244,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14284423749133893,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.0,0.0,33.0,2,1,3,1.9999999999999998,213,Others
5567,113,1,310.0,310.0,0.0,310.0,310.0,3100,3100.0,113,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.18140595247692334,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,4,2.65,314,Promising
5568,40,2,3792.0,1896.0,712.7636354360399,1392.0,2400.0,37920,18960.0,40,2,1,1,0.0014010240230144222,10.0,0,2.0,0.0,0.5,0.5,1008.0,1,0.22503850014384386,0.0,0.0,0.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,5,3.3,415,Promising
5569,94,1,160.0,160.0,0.0,160.0,160.0,1600,1600.0,94,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1866145682387688,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,1,2,2.25,412,New Customers
5570,231,1,190.0,190.0,0.0,190.0,190.0,1900,1900.0,231,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14651126150868712,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,413.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,3,1.9999999999999998,213,Others
5571,17,1,284.0,284.0,0.0,284.0,284.0,2840,2840.0,17,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2094954849763275,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,29.0,5,1,4,3.25,514,Promising
5572,35,2,237.6,118.8,40.729350596345135,90.0,147.6,2376,1188.0,35,1,2,1,0.02396394829320888,10.0,0,2.0,0.0,1.0,0.5,57.599999999999994,0,0.21789763636263315,0.0,0.0,0.0,237.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,3,2.5999999999999996,413,Promising
5573,259,1,78.6,78.6,0.0,78.6,78.6,786,786.0,259,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13803035770402486,0.0,0.0,0.0,78.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,1,1.2999999999999998,211,Hibernating
5574,54,1,282.0,282.0,0.0,282.0,282.0,2820,2820.0,54,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.19864020200368973,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
5575,208,1,172.0,172.0,0.0,172.0,172.0,1720,1720.0,208,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1532125417344194,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,29.0,3,1,2,1.95,312,Promising
5576,244,1,220.0,220.0,0.0,220.0,220.0,2200,2200.0,244,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14277159114224175,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,3,1.9999999999999998,213,Others
5577,255,1,195.0,195.0,0.0,195.0,195.0,1950,1950.0,255,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13948524606638119,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,147.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2,1,3,1.9999999999999998,213,Others
5578,298,1,1688.7,1688.7,0.0,1688.7,1688.7,16887,16887.0,298,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.13049233711344335,0.0,0.0,0.0,1688.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,5,2.4,115,Others
5579,256,1,141.0,141.0,0.0,141.0,141.0,1410,1410.0,256,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13906122750604144,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,29.0,2,1,2,1.65,212,Hibernating
5580,166,1,568.0,568.0,0.0,568.0,568.0,5680,5680.0,166,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.16648818908502427,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,1,5,3.0,315,Promising
5581,44,1,110.0,110.0,0.0,110.0,110.0,1100,1100.0,44,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20115624758851397,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,1,1.9,411,New Customers
5582,295,1,138.7,138.7,0.0,138.7,138.7,1387,1387.0,295,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.12761870780598308,0.0,0.0,0.0,138.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,2,1.3499999999999999,112,Hibernating
5583,237,1,119.7,119.7,0.0,119.7,119.7,1197,1197.0,237,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14458149610551382,0.0,0.0,0.0,119.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1688.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,1,1.2999999999999998,211,Hibernating
5584,1,1,152.0,152.0,0.0,152.0,152.0,1520,1520.0,1,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2138679231517368,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,29.0,5,1,2,2.55,512,New Customers
5585,277,1,217.2,217.2,0.0,217.2,217.2,2172,2172.0,277,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1330873914614873,0.0,0.0,0.0,217.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,3,1.6999999999999997,113,Others
5586,6,1,173.0,173.0,0.0,173.0,173.0,1730,1730.0,6,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2124524999362808,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5,1,2,2.55,512,New Customers
5587,276,1,147.8,147.8,0.0,147.8,147.8,1478,1478.0,276,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13321259137254063,0.0,0.0,0.0,147.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,138.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,2,1.3499999999999999,112,Hibernating
5588,41,1,194.8,194.8,0.0,194.8,194.8,1948,1948.0,41,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20224135999785642,0.0,0.0,0.0,194.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,1,3,2.5999999999999996,413,Promising
5589,286,1,188.0,188.0,0.0,188.0,188.0,1880,1880.0,286,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13037738616068276,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,2,1.3499999999999999,112,Hibernating
5590,17,1,246.0,246.0,0.0,246.0,246.0,2460,2460.0,17,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20940346626747106,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,1,3,2.9,513,Promising
5591,135,1,86.0,86.0,0.0,86.0,86.0,860,860.0,135,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.17441191350043853,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,1,1.6,311,Promising
5592,22,1,102.0,102.0,0.0,102.0,102.0,1020,1020.0,22,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20758848813198053,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,147.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,1,2.2,511,New Customers
5593,260,1,194.0,194.0,0.0,194.0,194.0,1940,1940.0,260,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13801654886158723,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,3,1.9999999999999998,213,Others
5594,48,1,922.0,922.0,0.0,922.0,922.0,9220,9220.0,48,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.20194952157621857,0.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,5,3.3,415,Promising
5595,41,1,337.0,337.0,0.0,337.0,337.0,3370,3370.0,41,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.20258570369257708,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
5596,4,1,324.0,324.0,0.0,324.0,324.0,3240,3240.0,4,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.21340466349066628,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5,1,4,3.25,514,Promising
5597,20,2,3883.0,1941.5,341.5325753131024,1700.0,2183.0,38830,19415.0,20,2,1,1,0.0029194303609982766,10.0,0,2.0,0.0,0.5,0.5,483.0,1,0.23112396337540153,0.0,0.0,0.0,3883.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,5,3.6,515,Promising
5598,283,1,156.0,156.0,0.0,156.0,156.0,1560,1560.0,283,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13117966211754017,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,2,1.3499999999999999,112,Hibernating
5599,130,1,106.0,106.0,0.0,106.0,106.0,1060,1060.0,130,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1759266200596607,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,0.0,13.0,3,1,1,1.6,311,Promising
5600,27,1,321.0,321.0,0.0,321.0,321.0,3210,3210.0,27,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.20665253082056595,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,29.0,5,1,4,3.25,514,Promising
5601,32,1,112.0,112.0,0.0,112.0,112.0,1120,1120.0,32,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20468015226203148,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,26.0,5,1,1,2.2,511,New Customers
5602,230,1,179.3,179.3,0.0,179.3,179.3,1793,1793.0,230,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1467786061094739,0.0,179.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,2,1.65,212,Hibernating
5603,267,2,384.0,192.0,172.5340546095176,70.0,314.0,3840,1920.0,267,1,2,1,0.005762557685004118,10.0,0,2.0,0.0,1.0,0.5,244.0,1,0.15021695993039164,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2,1,4,2.3499999999999996,214,Others
5604,395,1,63.9,63.9,0.0,63.9,63.9,639,639.0,395,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.09811206304575316,0.0,63.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,1,0.9999999999999999,111,Hibernating
5605,252,1,188.0,188.0,0.0,188.0,188.0,1880,1880.0,252,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14034806064748628,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,2,1.65,212,Hibernating
5606,55,1,446.0,446.0,0.0,446.0,446.0,4460,4460.0,55,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.19874408024678952,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,5,3.3,415,Promising
5607,203,1,194.0,194.0,0.0,194.0,194.0,1940,1940.0,203,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.15473209138358138,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.3,0.0,13.0,3,1,3,2.3,313,Promising
5608,353,1,154.0,154.0,0.0,154.0,154.0,1540,1540.0,353,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.11064695979006373,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,314.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,2,1.3499999999999999,112,Hibernating
5609,261,1,114.0,114.0,0.0,114.0,114.0,1140,1140.0,261,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13752957013202993,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9,0.0,13.0,2,1,1,1.2999999999999998,211,Hibernating
5610,20,2,1776.0,888.0,62.22539674441618,844.0,932.0,17760,8880.0,20,1,2,1,0.015816429022065665,10.0,0,2.0,0.0,1.0,0.5,88.0,1,0.22602176812380906,0.0,0.0,0.0,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,1,5,3.6,515,Promising
5611,358,1,266.0,266.0,0.0,266.0,266.0,2660,2660.0,358,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.10945189716686918,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,4,2.05,114,Others
5612,34,1,199.1,199.1,0.0,199.1,199.1,1991,1991.0,34,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2043045585649807,0.0,199.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,3,2.9,513,Promising
5613,39,1,172.0,172.0,0.0,172.0,172.0,1720,1720.0,39,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2027726590364722,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4,1,2,2.25,412,New Customers
5614,271,1,96.0,96.0,0.0,96.0,96.0,960,960.0,271,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13455343100292352,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,1,0.9999999999999999,111,Hibernating
5615,268,2,496.0,248.0,70.71067811865476,198.0,298.0,4960,2480.0,268,2,1,1,0.013944924608652681,10.0,0,2.0,0.0,0.5,0.5,100.0,0,0.1501949178350563,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,932.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,5,2.7,215,Others
5616,260,2,130.0,65.0,1.4142135623730951,64.0,66.0,1300,650.0,260,2,1,1,0.4142135623730951,10.0,0,2.0,0.0,0.5,0.5,2.0,0,0.1516546734317891,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,13.0,2,1,1,1.2999999999999998,211,Hibernating
5617,371,1,118.0,118.0,0.0,118.0,118.0,1180,1180.0,371,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.10528119179578053,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.1,0.0,13.0,1,1,1,0.9999999999999999,111,Hibernating
5618,108,1,852.0,852.0,0.0,852.0,852.0,8520,8520.0,108,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.18418470551043659,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,5,3.0,315,Promising
5619,34,1,348.0,348.0,0.0,348.0,348.0,3480,3480.0,34,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.20466512661099975,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,29.0,5,1,4,3.25,514,Promising
5620,250,1,69.5,69.5,0.0,69.5,69.5,695,695.0,250,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.140647617832482,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,40.0,2,1,1,1.2999999999999998,211,Hibernating
5621,252,1,53.0,53.0,0.0,53.0,53.0,530,530.0,252,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14002115207654892,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,40.0,2,1,1,1.2999999999999998,211,Hibernating
5622,171,1,342.0,342.0,0.0,342.0,342.0,3420,3420.0,171,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.16447464426200142,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3,1,4,2.65,314,Promising
5623,260,1,100.5,100.5,0.0,100.5,100.5,1005,1005.0,260,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13779013440690102,0.0,0.0,0.0,100.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,1,1.2999999999999998,211,Hibernating
5624,266,1,154.0,154.0,0.0,154.0,154.0,1540,1540.0,266,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13616015627100214,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,29.0,2,1,2,1.65,212,Hibernating
5625,250,2,2202.8,1101.4,591.9897972093777,682.8,1520.0,22028,11014.0,250,2,1,1,0.0016863696554409887,10.0,0,2.0,0.0,0.5,0.5,837.2,1,0.15960660316505887,0.0,0.0,0.0,2202.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,5,2.7,215,Others
5626,165,1,158.0,158.0,0.0,158.0,158.0,1580,1580.0,165,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1657886107793275,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,2,1.95,312,Promising
