User_Id,KMeans_Cluster,Cluster_Name,RFM_Score,Recency,Frequency,Total_Spend
4502,1,😴 At-Risk/Dormant,2.05,349,1,284.0
4503,3,🆕 Recent Shoppers,2.6,65,1,204.0
4504,3,🆕 Recent Shoppers,2.3,158,1,236.0
4505,1,😴 At-Risk/Dormant,2.7,256,1,428.0
4506,0,💎 High-Value Loyalists,3.6,23,3,1417.0
4507,1,😴 At-Risk/Dormant,1.6,213,1,19.8
4508,1,😴 At-Risk/Dormant,1.2999999999999998,265,1,66.0
4509,1,😴 At-Risk/Dormant,1.95,163,1,159.1
4510,3,🆕 Recent Shoppers,2.95,61,1,296.0
4511,3,🆕 Recent Shoppers,2.25,43,1,174.0
4512,1,😴 At-Risk/Dormant,1.6,139,1,128.0
4513,3,🆕 Recent Shoppers,2.65,147,1,424.0
4514,1,😴 At-Risk/Dormant,1.6,169,1,113.4
4515,1,😴 At-Risk/Dormant,1.2999999999999998,257,1,46.0
4516,3,🆕 Recent Shoppers,1.9,96,1,121.1
4517,1,😴 At-Risk/Dormant,1.65,262,1,166.0
4518,3,🆕 Recent Shoppers,2.9,27,1,198.0
4519,1,😴 At-Risk/Dormant,1.35,326,1,186.3
4520,1,😴 At-Risk/Dormant,2.0,221,1,218.0
4521,1,😴 At-Risk/Dormant,1.65,251,2,176.0
4522,1,😴 At-Risk/Dormant,1.65,258,1,142.0
4523,3,🆕 Recent Shoppers,3.6,14,1,490.0
4524,3,🆕 Recent Shoppers,2.55,16,1,144.0
4525,1,😴 At-Risk/Dormant,1.6999999999999995,272,1,214.2
4526,1,😴 At-Risk/Dormant,2.35,237,1,328.1
4527,3,🆕 Recent Shoppers,2.6,72,1,200.0
4528,1,😴 At-Risk/Dormant,1.35,306,1,176.0
4529,1,😴 At-Risk/Dormant,2.35,247,1,302.0
4530,1,😴 At-Risk/Dormant,1.6,124,1,75.5
4531,0,💎 High-Value Loyalists,3.0,127,2,442.0
4532,0,💎 High-Value Loyalists,3.6,27,2,1570.9
4533,0,💎 High-Value Loyalists,3.3,36,2,970.0
4534,1,😴 At-Risk/Dormant,1.95,214,1,174.0
4535,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,124.3
4536,1,😴 At-Risk/Dormant,1.6,210,1,126.0
4537,1,😴 At-Risk/Dormant,1.2999999999999998,260,1,135.0
4538,1,😴 At-Risk/Dormant,1.0,271,1,130.0
4539,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,116.0
4540,1,😴 At-Risk/Dormant,1.65,259,1,168.0
4541,0,💎 High-Value Loyalists,2.55,30,4,148.0
4542,0,💎 High-Value Loyalists,1.9,59,2,108.9
4543,3,🆕 Recent Shoppers,3.3,40,1,1112.0
4544,1,😴 At-Risk/Dormant,2.35,235,1,390.0
4545,1,😴 At-Risk/Dormant,2.35,258,1,319.4
4546,1,😴 At-Risk/Dormant,1.35,297,1,152.0
4547,3,🆕 Recent Shoppers,2.95,41,1,299.0
4548,1,😴 At-Risk/Dormant,1.65,258,1,179.0
4549,0,💎 High-Value Loyalists,3.3,37,2,468.0
4550,1,😴 At-Risk/Dormant,2.3,186,1,252.0
4551,1,😴 At-Risk/Dormant,1.2999999999999998,223,1,24.0
4552,1,😴 At-Risk/Dormant,1.35,397,1,142.5
4553,3,🆕 Recent Shoppers,2.3,150,1,195.7
4554,1,😴 At-Risk/Dormant,1.35,401,1,180.0
4555,3,🆕 Recent Shoppers,3.25,11,1,336.0
4556,1,😴 At-Risk/Dormant,2.0,261,1,200.0
4557,1,😴 At-Risk/Dormant,1.65,255,1,148.6
4558,1,😴 At-Risk/Dormant,2.0,260,1,229.0
4559,3,🆕 Recent Shoppers,2.9,1,1,214.0
4560,1,😴 At-Risk/Dormant,1.6999999999999995,323,1,234.0
4561,3,🆕 Recent Shoppers,2.65,215,1,390.0
4562,3,🆕 Recent Shoppers,2.25,46,1,164.0
4563,3,🆕 Recent Shoppers,3.3,40,1,468.0
4564,1,😴 At-Risk/Dormant,1.0,270,1,111.0
4565,1,😴 At-Risk/Dormant,2.3,212,1,220.0
4566,1,😴 At-Risk/Dormant,1.35,423,1,168.0
4567,3,🆕 Recent Shoppers,2.6,66,1,216.0
4568,1,😴 At-Risk/Dormant,1.65,269,1,149.9
4569,1,😴 At-Risk/Dormant,1.6999999999999995,281,1,230.7
4570,0,💎 High-Value Loyalists,3.3,68,2,1664.0
4571,1,😴 At-Risk/Dormant,2.7,252,1,1000.0
4572,2,🛒 Regular Customers,3.0,142,1,2250.0
4573,2,🛒 Regular Customers,3.6,27,7,18490.0
4574,1,😴 At-Risk/Dormant,1.6,125,1,132.0
4575,0,💎 High-Value Loyalists,3.6,20,2,699.0
4576,1,😴 At-Risk/Dormant,1.0,287,1,114.0
4577,1,😴 At-Risk/Dormant,1.6999999999999995,306,1,194.0
4578,1,😴 At-Risk/Dormant,1.2999999999999998,269,1,59.0
4579,1,😴 At-Risk/Dormant,2.35,256,1,364.0
4580,1,😴 At-Risk/Dormant,1.6999999999999995,303,1,249.0
4581,1,😴 At-Risk/Dormant,1.95,167,1,170.0
4582,3,🆕 Recent Shoppers,1.95,111,1,163.7
4583,1,😴 At-Risk/Dormant,1.65,258,1,140.0
4584,2,🛒 Regular Customers,3.6,10,1,1320.0
4585,1,😴 At-Risk/Dormant,1.6,184,1,136.0
4586,0,💎 High-Value Loyalists,3.6,20,4,2012.0
4587,3,🆕 Recent Shoppers,2.2,8,1,30.0
4588,0,💎 High-Value Loyalists,3.6,27,2,676.0
4589,0,💎 High-Value Loyalists,3.3,43,2,944.0
4590,1,😴 At-Risk/Dormant,2.0,235,1,200.0
4591,3,🆕 Recent Shoppers,2.55,23,1,178.0
4592,1,😴 At-Risk/Dormant,1.0,313,1,88.0
4593,1,😴 At-Risk/Dormant,1.35,278,1,178.0
4594,1,😴 At-Risk/Dormant,1.35,419,1,140.0
4595,3,🆕 Recent Shoppers,2.3,140,1,230.0
4596,3,🆕 Recent Shoppers,2.25,49,1,162.0
4597,1,😴 At-Risk/Dormant,2.7,266,2,556.4
4598,3,🆕 Recent Shoppers,2.3,108,1,254.0
4599,1,😴 At-Risk/Dormant,1.2999999999999998,261,1,120.0
4600,0,💎 High-Value Loyalists,3.6,27,4,445.0
4601,3,🆕 Recent Shoppers,2.6,42,1,218.0
4602,1,😴 At-Risk/Dormant,1.6,163,1,98.0
4603,0,💎 High-Value Loyalists,3.3,55,3,945.0
4604,1,😴 At-Risk/Dormant,1.35,338,1,139.0
4605,3,🆕 Recent Shoppers,2.9,27,1,226.2
4606,3,🆕 Recent Shoppers,2.2,32,1,108.0
4607,1,😴 At-Risk/Dormant,1.0,449,1,98.0
4608,0,💎 High-Value Loyalists,1.6,185,2,120.5
4609,3,🆕 Recent Shoppers,3.6,20,1,768.0
4610,0,💎 High-Value Loyalists,3.25,20,2,278.0
4611,1,😴 At-Risk/Dormant,1.65,241,1,154.0
4612,1,😴 At-Risk/Dormant,1.6,175,1,136.0
4613,3,🆕 Recent Shoppers,2.65,183,1,258.0
4614,3,🆕 Recent Shoppers,3.3,41,1,451.0
4615,3,🆕 Recent Shoppers,2.3,131,1,240.0
4616,1,😴 At-Risk/Dormant,2.3,211,1,201.3
4617,1,😴 At-Risk/Dormant,2.3,200,1,234.0
4618,1,😴 At-Risk/Dormant,2.35,255,1,310.0
4619,1,😴 At-Risk/Dormant,1.0,324,1,127.9
4620,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,30.0
4621,2,🛒 Regular Customers,3.3,45,1,1382.0
4622,2,🛒 Regular Customers,3.6,13,1,1700.0
4623,0,💎 High-Value Loyalists,3.3,53,7,3800.0
4624,1,😴 At-Risk/Dormant,2.05,323,1,366.0
4625,0,💎 High-Value Loyalists,2.9,6,2,206.1
4626,0,💎 High-Value Loyalists,3.6,27,2,1543.0
4627,1,😴 At-Risk/Dormant,1.95,148,1,146.0
4628,3,🆕 Recent Shoppers,1.9,41,1,82.0
4629,1,😴 At-Risk/Dormant,1.6,113,1,132.5
4630,0,💎 High-Value Loyalists,3.3,93,2,1960.0
4631,1,😴 At-Risk/Dormant,1.0,326,1,118.7
4632,1,😴 At-Risk/Dormant,1.0,295,1,100.0
4633,3,🆕 Recent Shoppers,3.3,73,1,948.4
4634,3,🆕 Recent Shoppers,2.95,40,1,268.0
4635,3,🆕 Recent Shoppers,3.6,34,1,1312.0
4636,1,😴 At-Risk/Dormant,1.2999999999999998,234,1,18.0
4637,3,🆕 Recent Shoppers,2.25,50,1,182.9
4638,1,😴 At-Risk/Dormant,1.65,227,1,180.0
4639,3,🆕 Recent Shoppers,2.25,93,1,160.0
4640,3,🆕 Recent Shoppers,3.25,5,1,360.0
4641,1,😴 At-Risk/Dormant,1.6999999999999995,332,2,205.1
4642,1,😴 At-Risk/Dormant,1.6999999999999995,285,1,195.2
4643,3,🆕 Recent Shoppers,2.55,15,1,182.0
4644,3,🆕 Recent Shoppers,3.0,113,1,520.4
4645,3,🆕 Recent Shoppers,3.6,20,1,1219.0
4646,3,🆕 Recent Shoppers,2.6,47,1,210.1
4647,1,😴 At-Risk/Dormant,2.05,345,1,320.0
4648,3,🆕 Recent Shoppers,3.0,186,1,720.0
4649,0,💎 High-Value Loyalists,2.25,98,2,170.0
4650,1,😴 At-Risk/Dormant,1.0,301,1,64.0
4651,3,🆕 Recent Shoppers,1.9,64,1,110.0
4652,3,🆕 Recent Shoppers,2.9,27,1,200.9
4653,0,💎 High-Value Loyalists,3.0,102,2,818.0
4654,3,🆕 Recent Shoppers,3.25,34,1,300.0
4655,3,🆕 Recent Shoppers,3.25,34,1,295.0
4656,1,😴 At-Risk/Dormant,1.0,291,1,115.0
4657,3,🆕 Recent Shoppers,2.6,89,1,218.0
4658,1,😴 At-Risk/Dormant,2.0,244,1,190.0
4659,1,😴 At-Risk/Dormant,1.2999999999999998,249,1,43.0
4660,1,😴 At-Risk/Dormant,1.95,187,1,180.0
4661,1,😴 At-Risk/Dormant,1.2999999999999998,256,1,127.0
4662,3,🆕 Recent Shoppers,2.95,82,1,334.0
4663,1,😴 At-Risk/Dormant,1.0,359,1,132.0
4664,3,🆕 Recent Shoppers,2.2,33,1,80.0
4665,1,😴 At-Risk/Dormant,2.3,173,1,212.0
4666,3,🆕 Recent Shoppers,2.9,6,1,194.0
4667,3,🆕 Recent Shoppers,3.25,34,1,345.0
4668,1,😴 At-Risk/Dormant,1.35,307,1,148.5
4669,1,😴 At-Risk/Dormant,1.35,316,1,186.0
4670,0,💎 High-Value Loyalists,3.6,11,3,539.0
4671,0,💎 High-Value Loyalists,2.7,252,2,1685.9
4672,3,🆕 Recent Shoppers,3.6,20,1,1185.0
4673,1,😴 At-Risk/Dormant,1.6,109,1,134.0
4674,1,😴 At-Risk/Dormant,1.0,329,1,124.0
4675,1,😴 At-Risk/Dormant,2.0,252,1,202.0
4676,1,😴 At-Risk/Dormant,2.3,204,1,210.0
4677,0,💎 High-Value Loyalists,3.0,165,2,500.0
4678,3,🆕 Recent Shoppers,1.95,117,1,170.0
4679,3,🆕 Recent Shoppers,2.65,168,1,374.0
4680,0,💎 High-Value Loyalists,3.6,27,2,1114.0
4681,3,🆕 Recent Shoppers,3.25,26,1,380.0
4682,1,😴 At-Risk/Dormant,1.6999999999999995,270,1,207.8
4683,1,😴 At-Risk/Dormant,2.7,269,1,524.2
4684,1,😴 At-Risk/Dormant,1.6,213,1,100.0
4685,1,😴 At-Risk/Dormant,1.35,354,1,155.3
4686,1,😴 At-Risk/Dormant,1.0,297,1,90.0
4687,1,😴 At-Risk/Dormant,1.2999999999999998,256,1,59.6
4688,1,😴 At-Risk/Dormant,1.2999999999999998,240,1,137.0
4689,1,😴 At-Risk/Dormant,1.0,335,1,108.0
4690,1,😴 At-Risk/Dormant,1.65,258,1,158.5
4691,3,🆕 Recent Shoppers,3.6,27,2,690.0
4692,3,🆕 Recent Shoppers,3.6,34,2,1172.0
4693,1,😴 At-Risk/Dormant,1.6,211,1,104.0
4694,3,🆕 Recent Shoppers,1.95,126,1,182.0
4695,1,😴 At-Risk/Dormant,1.95,161,1,150.0
4696,3,🆕 Recent Shoppers,2.95,65,1,332.0
4697,3,🆕 Recent Shoppers,3.25,1,1,298.0
4698,1,😴 At-Risk/Dormant,1.6,164,1,87.6
4699,1,😴 At-Risk/Dormant,1.0,273,1,102.0
4700,1,😴 At-Risk/Dormant,1.0,397,1,122.0
4701,3,🆕 Recent Shoppers,2.65,112,1,280.0
4702,3,🆕 Recent Shoppers,3.25,16,1,391.1
4703,2,🛒 Regular Customers,3.6,27,3,5368.0
4704,1,😴 At-Risk/Dormant,1.6,179,1,106.0
4705,0,💎 High-Value Loyalists,3.3,47,4,755.4
4706,3,🆕 Recent Shoppers,2.2,8,1,112.0
4707,0,💎 High-Value Loyalists,2.2,20,2,118.0
4708,0,💎 High-Value Loyalists,3.6,27,2,2491.0
4709,1,😴 At-Risk/Dormant,1.0,304,1,124.0
4710,1,😴 At-Risk/Dormant,1.35,271,1,175.8
4711,1,😴 At-Risk/Dormant,1.2999999999999998,254,1,112.0
4712,3,🆕 Recent Shoppers,2.9,32,1,244.0
4713,1,😴 At-Risk/Dormant,2.7,253,1,693.0
4714,2,🛒 Regular Customers,3.3,72,2,3560.0
4715,1,😴 At-Risk/Dormant,1.2999999999999998,260,1,102.0
4716,0,💎 High-Value Loyalists,2.95,37,2,301.2
4717,3,🆕 Recent Shoppers,2.25,82,1,155.5
4718,0,💎 High-Value Loyalists,3.3,61,2,792.0
4719,1,😴 At-Risk/Dormant,2.3,160,1,194.0
4720,1,😴 At-Risk/Dormant,2.0,233,1,248.0
4721,3,🆕 Recent Shoppers,2.65,156,1,270.0
4722,3,🆕 Recent Shoppers,3.3,79,1,465.5
4723,3,🆕 Recent Shoppers,2.9,18,1,216.0
4724,3,🆕 Recent Shoppers,2.65,153,1,300.0
4725,3,🆕 Recent Shoppers,2.55,32,1,154.7
4726,3,🆕 Recent Shoppers,2.3,142,1,224.0
4727,1,😴 At-Risk/Dormant,2.35,257,1,259.0
4728,3,🆕 Recent Shoppers,2.9,21,1,196.7
4729,0,💎 High-Value Loyalists,2.65,136,2,406.0
4730,3,🆕 Recent Shoppers,2.65,118,1,257.5
4731,1,😴 At-Risk/Dormant,2.35,260,1,299.7
4732,1,😴 At-Risk/Dormant,2.0,260,1,193.4
4733,1,😴 At-Risk/Dormant,1.35,322,1,176.0
4734,1,😴 At-Risk/Dormant,1.6,213,1,138.0
4735,3,🆕 Recent Shoppers,2.65,113,1,392.0
4736,1,😴 At-Risk/Dormant,1.35,363,1,160.4
4737,0,💎 High-Value Loyalists,3.6,2,3,4176.0
4738,3,🆕 Recent Shoppers,2.95,48,1,370.0
4739,1,😴 At-Risk/Dormant,1.2999999999999998,233,1,84.0
4740,0,💎 High-Value Loyalists,3.6,20,3,2262.9
4741,1,😴 At-Risk/Dormant,1.6,154,1,127.5
4742,3,🆕 Recent Shoppers,2.3,159,1,210.0
4743,1,😴 At-Risk/Dormant,1.6,161,1,109.7
4744,1,😴 At-Risk/Dormant,1.95,142,1,162.0
4745,1,😴 At-Risk/Dormant,1.35,270,1,173.0
4746,0,💎 High-Value Loyalists,2.95,60,4,278.0
4747,1,😴 At-Risk/Dormant,1.65,251,1,186.9
4748,1,😴 At-Risk/Dormant,2.3,177,1,245.7
4749,3,🆕 Recent Shoppers,3.25,30,1,264.0
4750,3,🆕 Recent Shoppers,1.95,107,1,175.1
4751,1,😴 At-Risk/Dormant,2.4,272,1,961.0
4752,1,😴 At-Risk/Dormant,2.05,286,1,299.0
4753,0,💎 High-Value Loyalists,2.4,428,3,628.0
4754,1,😴 At-Risk/Dormant,1.6999999999999995,303,1,225.3
4755,3,🆕 Recent Shoppers,2.2,33,1,84.0
4756,1,😴 At-Risk/Dormant,1.6999999999999995,334,1,200.0
4757,3,🆕 Recent Shoppers,3.6,20,1,445.0
4758,3,🆕 Recent Shoppers,2.2,27,1,119.0
4759,3,🆕 Recent Shoppers,3.25,20,1,293.0
4760,3,🆕 Recent Shoppers,3.6,20,2,448.0
4761,3,🆕 Recent Shoppers,2.9,13,1,190.0
4762,3,🆕 Recent Shoppers,1.95,126,1,162.0
4763,1,😴 At-Risk/Dormant,1.65,222,1,146.0
4764,1,😴 At-Risk/Dormant,1.2999999999999998,221,1,84.0
4765,1,😴 At-Risk/Dormant,2.4,317,1,454.0
4766,1,😴 At-Risk/Dormant,2.7,269,1,430.0
4767,1,😴 At-Risk/Dormant,1.6,213,1,126.9
4768,1,😴 At-Risk/Dormant,2.4,481,1,596.0
4769,3,🆕 Recent Shoppers,1.9,73,1,94.0
4770,0,💎 High-Value Loyalists,2.9,26,2,248.0
4771,1,😴 At-Risk/Dormant,1.6999999999999995,398,1,212.0
4772,1,😴 At-Risk/Dormant,1.65,263,1,186.0
4773,2,🛒 Regular Customers,2.7,233,1,2112.0
4774,1,😴 At-Risk/Dormant,1.2999999999999998,262,1,97.5
4775,3,🆕 Recent Shoppers,2.3,164,1,196.0
4776,1,😴 At-Risk/Dormant,1.0,316,1,90.0
4777,1,😴 At-Risk/Dormant,1.2999999999999998,233,1,82.7
4778,3,🆕 Recent Shoppers,3.25,14,1,414.0
4779,3,🆕 Recent Shoppers,2.55,20,1,156.0
4780,3,🆕 Recent Shoppers,2.6,52,1,200.0
4781,3,🆕 Recent Shoppers,1.95,119,1,141.6
4782,2,🛒 Regular Customers,2.4,332,2,4070.0
4783,3,🆕 Recent Shoppers,1.95,131,1,180.0
4784,1,😴 At-Risk/Dormant,1.0,291,1,100.0
4785,1,😴 At-Risk/Dormant,2.35,243,1,413.6
4786,1,😴 At-Risk/Dormant,1.6,150,1,128.0
4787,1,😴 At-Risk/Dormant,2.3,186,1,190.0
4788,1,😴 At-Risk/Dormant,1.65,257,1,152.4
4789,1,😴 At-Risk/Dormant,1.6,210,1,108.0
4790,1,😴 At-Risk/Dormant,2.3,173,1,202.0
4791,3,🆕 Recent Shoppers,1.9,62,1,92.0
4792,1,😴 At-Risk/Dormant,2.7,253,1,434.0
4793,1,😴 At-Risk/Dormant,1.6,211,1,120.9
4794,2,🛒 Regular Customers,3.0,125,1,1290.0
4795,0,💎 High-Value Loyalists,3.3,43,3,990.0
4796,0,💎 High-Value Loyalists,3.0,109,4,630.0
4797,3,🆕 Recent Shoppers,2.55,2,1,184.0
4798,3,🆕 Recent Shoppers,2.55,15,1,177.7
4799,3,🆕 Recent Shoppers,3.25,27,1,268.0
4800,3,🆕 Recent Shoppers,3.3,53,1,608.0
4801,0,💎 High-Value Loyalists,3.6,18,2,546.0
4802,1,😴 At-Risk/Dormant,1.65,239,1,160.0
4803,0,💎 High-Value Loyalists,3.3,56,6,2622.1
4804,3,🆕 Recent Shoppers,2.25,61,1,168.0
4805,3,🆕 Recent Shoppers,2.95,58,1,370.0
4806,3,🆕 Recent Shoppers,2.6,68,1,200.0
4807,1,😴 At-Risk/Dormant,2.35,262,1,284.0
4808,1,😴 At-Risk/Dormant,1.65,251,1,175.0
4809,2,🛒 Regular Customers,2.7,230,1,1140.0
4810,1,😴 At-Risk/Dormant,1.0,282,1,100.0
4811,3,🆕 Recent Shoppers,2.9,18,1,196.0
4812,3,🆕 Recent Shoppers,3.6,27,1,1070.0
4813,3,🆕 Recent Shoppers,2.55,30,1,188.0
4814,3,🆕 Recent Shoppers,2.3,160,1,197.3
4815,2,🛒 Regular Customers,3.3,77,1,3000.0
4816,1,😴 At-Risk/Dormant,1.0,430,1,116.0
4817,3,🆕 Recent Shoppers,2.7,229,1,798.0
4818,3,🆕 Recent Shoppers,1.9,82,1,80.0
4819,3,🆕 Recent Shoppers,2.9,22,1,220.0
4820,1,😴 At-Risk/Dormant,2.05,306,1,305.0
4821,3,🆕 Recent Shoppers,2.2,20,1,125.0
4822,1,😴 At-Risk/Dormant,2.3,187,1,212.0
4823,1,😴 At-Risk/Dormant,1.65,261,1,145.0
4824,1,😴 At-Risk/Dormant,1.0,307,1,123.0
4825,3,🆕 Recent Shoppers,2.6,68,1,202.0
4826,3,🆕 Recent Shoppers,2.2,33,1,90.0
4827,3,🆕 Recent Shoppers,2.6,46,1,196.0
4828,3,🆕 Recent Shoppers,2.65,133,1,325.3
4829,1,😴 At-Risk/Dormant,1.35,287,1,150.0
4830,1,😴 At-Risk/Dormant,1.0,307,1,129.0
4831,1,😴 At-Risk/Dormant,1.2999999999999998,246,1,59.3
4832,3,🆕 Recent Shoppers,3.25,26,1,400.0
4833,0,💎 High-Value Loyalists,2.6,41,2,189.0
4834,1,😴 At-Risk/Dormant,2.4,284,1,908.3
4835,3,🆕 Recent Shoppers,2.9,29,1,210.0
4836,1,😴 At-Risk/Dormant,2.05,289,2,286.0
4837,3,🆕 Recent Shoppers,2.2,17,1,100.0
4838,1,😴 At-Risk/Dormant,1.0,310,1,120.0
4839,3,🆕 Recent Shoppers,2.2,1,1,119.8
4840,1,😴 At-Risk/Dormant,1.0,315,1,104.7
4841,1,😴 At-Risk/Dormant,1.95,146,1,180.0
4842,0,💎 High-Value Loyalists,2.95,62,2,293.7
4843,3,🆕 Recent Shoppers,3.6,20,1,1073.9
4844,3,🆕 Recent Shoppers,2.6,65,1,216.0
4845,1,😴 At-Risk/Dormant,1.95,148,1,144.0
4846,1,😴 At-Risk/Dormant,1.65,255,1,160.0
4847,3,🆕 Recent Shoppers,2.3,101,1,202.0
4848,1,😴 At-Risk/Dormant,1.2999999999999998,247,1,98.0
4849,3,🆕 Recent Shoppers,2.9,22,1,192.0
4850,1,😴 At-Risk/Dormant,1.0,302,1,100.8
4851,1,😴 At-Risk/Dormant,1.6,211,1,112.2
4852,3,🆕 Recent Shoppers,3.6,27,1,1185.0
4853,0,💎 High-Value Loyalists,3.3,41,5,3660.2
4854,1,😴 At-Risk/Dormant,1.2999999999999998,217,1,84.0
4855,2,🛒 Regular Customers,2.4,292,2,2110.0
4856,3,🆕 Recent Shoppers,2.6,72,1,218.0
4857,3,🆕 Recent Shoppers,2.3,144,1,206.0
4858,3,🆕 Recent Shoppers,2.6,68,1,216.0
4859,1,😴 At-Risk/Dormant,1.35,330,1,176.0
4860,3,🆕 Recent Shoppers,2.9,34,1,223.0
4861,3,🆕 Recent Shoppers,2.25,74,1,160.0
4862,3,🆕 Recent Shoppers,3.25,22,1,293.5
4863,1,😴 At-Risk/Dormant,1.0,314,1,118.0
4864,3,🆕 Recent Shoppers,2.3,138,1,227.5
4865,0,💎 High-Value Loyalists,3.3,36,8,2735.3
4866,1,😴 At-Risk/Dormant,1.0,283,1,88.4
4867,3,🆕 Recent Shoppers,2.2,34,1,111.0
4868,1,😴 At-Risk/Dormant,2.35,260,1,307.0
4869,0,💎 High-Value Loyalists,3.3,58,2,2502.1
4870,1,😴 At-Risk/Dormant,1.65,265,1,174.0
4871,1,😴 At-Risk/Dormant,1.95,189,1,168.0
4872,1,😴 At-Risk/Dormant,1.0,335,1,138.0
4873,3,🆕 Recent Shoppers,3.25,4,1,264.0
4874,0,💎 High-Value Loyalists,1.9,86,2,74.3
4875,1,😴 At-Risk/Dormant,1.95,134,1,163.0
4876,1,😴 At-Risk/Dormant,1.65,267,1,140.0
4877,1,😴 At-Risk/Dormant,1.6999999999999995,297,1,224.8
4878,3,🆕 Recent Shoppers,2.9,22,1,190.0
4879,0,💎 High-Value Loyalists,2.95,50,2,298.3
4880,0,💎 High-Value Loyalists,3.3,35,9,4985.7
4881,0,💎 High-Value Loyalists,3.25,27,2,364.0
4882,1,😴 At-Risk/Dormant,1.6999999999999995,301,1,224.0
4883,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,127.0
4884,1,😴 At-Risk/Dormant,2.7,242,1,510.0
4885,3,🆕 Recent Shoppers,2.6,55,1,232.0
4886,3,🆕 Recent Shoppers,3.6,20,1,595.0
4887,1,😴 At-Risk/Dormant,1.6,134,1,107.9
4888,1,😴 At-Risk/Dormant,1.0,348,1,100.0
4889,3,🆕 Recent Shoppers,2.3,116,1,230.0
4890,3,🆕 Recent Shoppers,1.9,40,1,62.0
4891,1,😴 At-Risk/Dormant,1.0,280,1,13.0
4892,3,🆕 Recent Shoppers,2.2,29,1,94.0
4893,1,😴 At-Risk/Dormant,1.65,242,1,150.0
4894,3,🆕 Recent Shoppers,2.6,70,1,200.0
4895,3,🆕 Recent Shoppers,2.9,27,1,209.0
4896,3,🆕 Recent Shoppers,2.65,111,1,300.0
4897,0,💎 High-Value Loyalists,3.3,43,4,1163.2
4898,3,🆕 Recent Shoppers,2.55,25,1,187.1
4899,3,🆕 Recent Shoppers,2.6,71,1,244.0
4900,3,🆕 Recent Shoppers,3.0,163,1,638.0
4901,3,🆕 Recent Shoppers,2.6,70,1,198.0
4902,1,😴 At-Risk/Dormant,1.95,202,1,153.0
4903,1,😴 At-Risk/Dormant,1.0,320,1,114.0
4904,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,118.0
4905,3,🆕 Recent Shoppers,2.25,53,1,180.0
4906,0,💎 High-Value Loyalists,3.6,20,2,617.0
4907,0,💎 High-Value Loyalists,3.3,84,2,537.5
4908,1,😴 At-Risk/Dormant,1.95,198,1,152.0
4909,3,🆕 Recent Shoppers,1.95,131,1,160.0
4910,3,🆕 Recent Shoppers,2.2,32,1,102.0
4911,1,😴 At-Risk/Dormant,1.2999999999999998,227,1,134.9
4912,1,😴 At-Risk/Dormant,2.4,366,1,458.9
4913,1,😴 At-Risk/Dormant,1.0,303,1,82.0
4914,3,🆕 Recent Shoppers,1.9,42,1,48.0
4915,3,🆕 Recent Shoppers,2.25,49,1,146.9
4916,3,🆕 Recent Shoppers,2.9,27,1,199.0
4917,2,🛒 Regular Customers,2.4,278,1,1410.6
4918,3,🆕 Recent Shoppers,2.2,6,1,69.0
4919,1,😴 At-Risk/Dormant,1.2999999999999998,216,1,88.2
4920,3,🆕 Recent Shoppers,2.95,51,1,356.2
4921,0,💎 High-Value Loyalists,3.25,31,2,398.0
4922,1,😴 At-Risk/Dormant,1.6999999999999995,334,1,250.0
4923,3,🆕 Recent Shoppers,2.6,48,1,254.0
4924,1,😴 At-Risk/Dormant,2.0,217,1,228.0
4925,3,🆕 Recent Shoppers,2.9,34,1,215.0
4926,3,🆕 Recent Shoppers,3.25,10,1,376.0
4927,0,💎 High-Value Loyalists,2.3,100,2,204.0
4928,1,😴 At-Risk/Dormant,1.0,302,1,120.0
4929,1,😴 At-Risk/Dormant,2.05,286,1,256.0
4930,1,😴 At-Risk/Dormant,2.05,321,1,384.0
4931,3,🆕 Recent Shoppers,2.25,99,1,170.0
4932,3,🆕 Recent Shoppers,2.55,34,1,168.0
4933,1,😴 At-Risk/Dormant,1.6,124,1,88.0
4934,3,🆕 Recent Shoppers,2.2,29,1,92.0
4935,1,😴 At-Risk/Dormant,1.6,181,1,108.0
4936,3,🆕 Recent Shoppers,2.55,27,1,173.0
4937,1,😴 At-Risk/Dormant,1.2999999999999998,252,1,117.0
4938,1,😴 At-Risk/Dormant,1.35,286,1,146.0
4939,1,😴 At-Risk/Dormant,2.0,219,1,235.3
4940,0,💎 High-Value Loyalists,3.6,20,5,1783.0
4941,0,💎 High-Value Loyalists,3.6,20,3,485.0
4942,3,🆕 Recent Shoppers,2.3,116,1,222.0
4943,3,🆕 Recent Shoppers,3.25,19,1,314.0
4944,1,😴 At-Risk/Dormant,1.95,173,1,156.0
4945,3,🆕 Recent Shoppers,2.2,34,1,98.0
4946,1,😴 At-Risk/Dormant,1.35,328,1,160.0
4947,2,🛒 Regular Customers,2.7,254,1,1127.0
4948,0,💎 High-Value Loyalists,3.6,27,2,730.4
4949,1,😴 At-Risk/Dormant,1.35,295,2,166.3
4950,3,🆕 Recent Shoppers,3.3,60,1,1077.2
4951,3,🆕 Recent Shoppers,2.55,8,1,164.0
